Title: Estimation of stellar ages and masses using Gaussian process regression 
Authors: Bu Y., Kumar Y.B., Xie J., Pan J., Zhao G., Wu Y. 
Table: Masses and ages of stars from Ness data set
================================================================================
Byte-by-byte Description of file: apjsab8bcdt8_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units     Label  Explanations
--------------------------------------------------------------------------------
   1-  8 F8.4   deg       RAdeg         Right Ascension, decimal degrees (J2000)
  10- 16 F7.4   deg       DEdeg         Declination, decimal degrees (J2000)
  18- 21 I4     K         Teff          Temperature derived from LAMOST spectra (1)
  23- 26 F4.2   [cm/s2]   logg          log g derived from LAMOST spectra (1)
  28- 33 F6.3   [-]       [Fe/H]        Metallicity derived from LAMOST spectra (1)
  35- 39 F5.2   [-]       [alpha/Fe]    {alpha} abundance derived from LAMOST spectra (1)
  41- 44 F4.2   Msun      Mass-in       Mass given by the Cannon (1)
  46- 49 F4.2   Msun      Mass-G        Mass given by GPR
  51- 55 F5.2   Gyr       Age-G         Age given by GPR
--------------------------------------------------------------------------------
Note (1): Values taken from Ness et al. (2016ApJ...823..114N)
--------------------------------------------------------------------------------
325.8747  0.2717 4979 3.01 -0.157  0.06 1.73 1.54  2.87 
325.8842  2.0572 4900 3.14 -0.036  0.11 1.32 1.22  5.30 
325.8844  7.0794 4145 1.89  0.292  0.04 1.24 1.37 13.86 
325.8866  4.7308 4483 1.91 -0.192  0.06 1.04 1.35  2.61 
325.8979  9.6292 4735 2.43  0.181  0.05 1.26 1.35  3.72 
325.8996  5.6400 4763 2.83  0.026  0.16 1.18 1.08  6.07 
325.9110  3.9386 4826 2.97  0.109  0.03 1.63 1.62  4.89 
325.9131  4.9786 4817 2.91  0.097  0.04 1.55 1.59  4.09 
325.9178  2.4169 4910 3.16  0.228  0.05 1.63 1.36  3.97 
325.9255  6.8225 4747 2.39 -0.012  0.07 2.05 1.30  4.27 
325.9306  4.1933 4755 3.17  0.180  0.10 1.05 1.15 12.27 
325.9391  6.8739 4987 3.15 -0.235  0.07 1.53 1.41  4.00 
325.9504  5.0697 4845 3.11  0.035  0.07 1.13 1.38  7.59 
325.9587  3.3258 4747 2.71 -0.460  0.22 1.09 1.06  6.67 
325.9626  8.8039 4778 2.79  0.061  0.06 1.86 1.48  3.71 
325.9788  2.2914 4424 1.91 -0.249  0.07 1.17 1.33  3.91 
325.9835  3.8022 4786 3.12  0.272  0.07 1.43 1.28  7.16 
326.0058  9.1094 4954 2.76  0.232  0.00 2.75 1.83  0.89 
326.0118  8.0247 4399 1.72 -0.485  0.11 1.14 1.30  4.21 
326.0320  0.1133 4776 2.26 -0.389  0.18 0.83 1.01  6.31 
326.0330  0.1169 4482 1.93 -0.315  0.10 1.27 1.26  3.85 
326.0384  6.9033 4829 2.64  0.174  0.02 2.72 1.61  2.05 
326.0433  2.2983 4818 2.75 -0.369  0.13 1.10 1.28  5.03 
326.0668  5.7592 4551 2.05 -0.274  0.09 1.61 1.24  3.08 
326.0677  9.0253 4863 2.36 -0.388  0.14 0.85 1.11  4.62 
326.0777  0.4978 4969 3.18 -0.284  0.08 1.38 1.37  4.90 
326.0946  6.3247 4893 2.44 -0.203  0.08 1.55 1.28  3.47 
326.0983  1.1036 4955 3.00 -0.102  0.07 1.96 1.46  2.92 
326.1002  4.5136 4833 3.13  0.001  0.07 1.02 1.36  9.30 
326.1119  3.2511 4985 2.55 -0.319  0.10 1.48 1.31  2.72 
326.1134  8.2183 4658 2.27 -0.145  0.20 0.91 0.93 11.23 
326.1415  5.6531 4602 2.40  0.046  0.01 1.66 1.59  5.65 
326.1504  2.3703 4511 1.94 -0.387  0.12 1.13 1.22  4.30 
326.1538  5.6281 4676 2.67  0.117  0.08 1.73 1.34  4.66 
326.1623  3.9239 4501 2.01 -0.684  0.25 1.10 0.98  8.64 
326.1635  5.2492 4208 1.68  0.059  0.00 1.68 1.51  3.86 
326.1683  4.6244 4353 2.07  0.202  0.04 1.44 1.33  4.98 
326.1683  8.8672 4806 2.96 -0.084  0.07 1.15 1.46  7.80 
326.1767  3.3936 4391 2.04  0.043  0.05 1.30 1.36  3.99 
326.1873  4.0797 4629 2.43 -0.515  0.24 1.03 0.92  7.69 
326.1903  3.3408 4333 1.70 -0.376  0.12 1.29 1.28  4.34 
326.1925  0.4044 4568 2.29  0.031  0.06 2.16 1.28  4.98 
326.1982  3.9044 4634 2.27 -0.336  0.13 1.40 1.12  5.34 
326.1989  1.4844 4637 2.44  0.039  0.16 0.76 0.98 14.54 
326.2021  8.7350 4561 2.17  0.223  0.06 0.94 1.26  2.60 
326.2042  8.3908 4667 2.88 -0.040  0.16 1.26 1.14 11.64 
326.2120  1.0047 4923 3.16  0.023  0.10 1.13 1.22  4.59 
326.2145  4.5872 4761 2.57 -0.251  0.13 1.24 1.16  5.15 
326.2170  1.0144 4334 1.59 -0.450  0.10 1.33 1.33  3.20 
326.2390  5.4289 4311 1.66 -0.130  0.08 1.01 1.34  4.00 
326.2587  7.0119 5026 2.97  0.132  0.01 2.89 1.76  1.04 
326.2628  9.1797 4806 3.14 -0.035  0.17 1.03 1.07  9.49 
326.2791  5.0169 4887 2.42 -0.357  0.10 1.31 1.25  3.63 
326.2910  5.7094 4918 3.09 -0.144  0.05 1.28 1.54  6.12 
326.2997  2.8383 4656 2.50  0.057  0.07 1.59 1.31  5.64 
326.3031  7.0933 4875 3.23 -0.199  0.15 1.02 1.10  9.38 
